1,0.04,0.08,0.1,4.8963,4.9458,0.0495
1,0.04,0.08,0.1,4.8963,4.9458,0.0495
1,0.04,0.08,0.1,0.8169,0.8360,0.0191
1,0.04,0.08,0.1,0.8168,0.8359,0.0191
3,0.03,0.02,0.4,5.1027,5.1407,0.0379
3,0.03,0.02,0.4,0.7975,0.8299,0.0324
3,0.03,0.02,0.4,0.7912,0.8227,0.0315
